,mean,std,mean_std
accuracy,0.8319727891156463,0.03085692089807271,0.8320 +/- 0.0309
precision,0.49632958389034537,0.09264093064088688,0.4963 +/- 0.0926
recall,0.5946808510638297,0.052944907177331975,0.5947 +/- 0.0529
f1,0.5357064931599094,0.047230998618304446,0.5357 +/- 0.0472
roc_auc,0.7747544833101876,0.03204042789155577,0.7748 +/- 0.0320
pr_auc,0.47483146515042474,0.0880053389058686,0.4748 +/- 0.0880
threshold,0.617286765575409,0.10399252080441397,0.6173 +/- 0.1040
best_epoch,26.2,11.43241006962224,26.2000 +/- 11.4324
