accuracy,precision,recall,f1,roc_auc,pr_auc,threshold,loss,threshold_score,model,fold,best_epoch,augmentation,train_size,train_size_after_aug,val_size,seconds
0.8639455782312925,0.5869565217391305,0.5625,0.574468085106383,0.8012364498644986,0.5310326043744922,0.6787158846855164,0.4410903626153258,0.5744680851058833,Transformer,1,25,RandomOverSampling,1176,1974,294,104.66084790229797
0.8639455782312925,0.5833333333333334,0.5833333333333334,0.5833333333333334,0.8119071815718157,0.5974940583283381,0.8260955810546875,0.6089105168167426,0.5833333333328333,Transformer,2,21,RandomOverSampling,1176,1974,294,95.65871572494507
0.8401360544217688,0.5,0.6382978723404256,0.5607476635514018,0.8150572831423895,0.5484350722403043,0.33871152997016907,0.43527833134138666,0.5607476635509092,Transformer,3,17,RandomOverSampling,1176,1972,294,89.24209594726562
0.8877551020408163,0.71875,0.48936170212765956,0.5822784810126582,0.795158928417607,0.5866273202575091,0.8408945798873901,0.5118847781298111,0.5822784810121763,Transformer,4,15,RandomOverSampling,1176,1972,294,85.33809328079224
0.8435374149659864,0.5074626865671642,0.723404255319149,0.5964912280701754,0.8090274786803343,0.5803438966689164,0.2953731119632721,0.3681132509848293,0.5964912280696908,Transformer,5,41,RandomOverSampling,1176,1972,294,137.74243879318237
