epoch,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,train_pr_auc,train_threshold,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_threshold,val_loss,val_threshold_score,lr
1,0.5,0.5,1.0,0.6666666666666666,0.4839404811375484,0.4957875459208405,0.3693805932998657,0.6998336770955254,0.43537414965986393,0.19170984455958548,0.7872340425531915,0.30833333333333335,0.5606856749073995,0.20047895902075902,0.5194820761680603,0.721210795600398,0.3083333333330184,0.0007
2,0.5015212981744422,0.5007625826131165,0.9989858012170385,0.6671181848967151,0.49534816024752215,0.5028763072351023,0.43389156460762024,0.6947949656850184,0.42517006802721086,0.18877551020408162,0.7872340425531915,0.3045267489711934,0.5793780687397709,0.21747334918742892,0.4982193112373352,0.6914228079270344,0.3045267489708814,0.0007
3,0.5,0.5,1.0,0.6666666666666666,0.5157308814272019,0.510511244433153,0.4148843586444855,0.6936985689534618,0.8027210884353742,0.37777777777777777,0.3617021276595745,0.3695652173913043,0.6676716340770092,0.3150874462750955,0.5041486024856567,0.6892569620593064,0.3695652173908046,0.0007
4,0.5218052738336714,0.5115902964959569,0.962474645030426,0.6680746216121084,0.5667169994527852,0.5691091755253124,0.42362672090530396,0.685111976056747,0.6870748299319728,0.2815533980582524,0.6170212765957447,0.38666666666666666,0.7086743044189852,0.39441631262418775,0.507739782333374,0.6432445276351202,0.38666666666623634,0.0007
5,0.6232251521298174,0.5875991348233598,0.8265720081135902,0.6868942267172355,0.6777126217347119,0.6613076298689249,0.3764584958553314,0.6454817994854755,0.6564625850340136,0.2786885245901639,0.723404255319149,0.40236686390532544,0.711430786458782,0.39655504048922136,0.5098965167999268,0.6028876223531711,0.4023668639049239,0.0007
6,0.6252535496957403,0.5846470185058259,0.8651115618661258,0.6977505112474438,0.7013482877938193,0.6772796330435258,0.34398865699768066,0.6303672036099386,0.8639455782312925,0.6842105263157895,0.2765957446808511,0.3939393939393939,0.6969592557498493,0.38138746000818463,0.4603739380836487,0.43600257440489165,0.393939393938984,0.0007
7,0.6551724137931034,0.6166158536585366,0.8204868154158215,0.7040905134899913,0.7119608597443314,0.7020850059681198,0.37625986337661743,0.6225385023904378,0.7959183673469388,0.3898305084745763,0.48936170212765956,0.4339622641509434,0.7240072357653545,0.4027075443995209,0.5260473489761353,0.5144217050805384,0.4339622641504498,0.0007
8,0.6663286004056795,0.6287284144427001,0.8123732251521298,0.7088495575221239,0.7325827302313525,0.7188518569685596,0.37060895562171936,0.6087679231868071,0.7653061224489796,0.36904761904761907,0.6595744680851063,0.4732824427480916,0.7481264536135758,0.43711480234779926,0.3533046245574951,0.45575064096321055,0.4732824427476314,0.0007
9,0.6942190669371197,0.6693191865605659,0.7677484787018256,0.7151629664619745,0.7500925739254224,0.742008066695467,0.3999926745891571,0.5930370470814966,0.8231292517006803,0.463768115942029,0.6808510638297872,0.5517241379310345,0.8025669738995607,0.4808817053918873,0.7701587080955505,0.5854325906760027,0.5517241379305524,0.0007
10,0.7317444219066938,0.7075386012715713,0.7900608519269777,0.7465261140392908,0.7884603516163406,0.7840560729348682,0.4074775278568268,0.5544191382477781,0.8163265306122449,0.4520547945205479,0.7021276595744681,0.55,0.8036006546644844,0.5020280757440884,0.829473078250885,0.6677633892922175,0.5499999999995233,0.0007
11,0.7494929006085193,0.7510204081632653,0.7464503042596349,0.7487283825025433,0.7931826504120568,0.7830714858537289,0.44578513503074646,0.5484823536800323,0.8435374149659864,0.509090909090909,0.5957446808510638,0.5490196078431373,0.8030838142820226,0.49114934506998026,0.8728411197662354,0.612683515564925,0.5490196078426403,0.0007
12,0.7109533468559838,0.6666666666666666,0.8438133874239351,0.7448522829006267,0.7883533773025193,0.7873591312306842,0.32726550102233887,0.5548275527799347,0.8299319727891157,0.47692307692307695,0.6595744680851063,0.5535714285714286,0.7977431303299165,0.5109807049957286,0.2530062198638916,0.41398916966250154,0.5535714285709414,0.0007
13,0.704868154158215,0.6650326797385621,0.8255578093306288,0.7366515837104073,0.7803210463733651,0.7656039946828981,0.33683836460113525,0.5652079883260127,0.8061224489795918,0.4375,0.7446808510638298,0.5511811023622047,0.7999827719872513,0.5280275592446722,0.6030662655830383,0.5802565314331833,0.5511811023617383,0.0007
14,0.7469574036511156,0.7211625794732062,0.8052738336713996,0.7609008145663632,0.8059897386946666,0.8009483853063611,0.3895614743232727,0.5355961314321289,0.8061224489795918,0.4375,0.7446808510638298,0.5511811023622047,0.7996382117322768,0.5237410714229792,0.43185433745384216,0.5247135730016799,0.5511811023617383,0.0007
15,0.7302231237322515,0.6977351916376306,0.8123732251521298,0.7507029053420806,0.8048212500360009,0.8136098947092981,0.34576714038848877,0.5346890415913192,0.7755102040816326,0.3956043956043956,0.7659574468085106,0.5217391304347826,0.7917133258678613,0.5267068787159003,0.3267490565776825,0.4526787002881368,0.5217391304343334,0.0007
16,0.7530425963488844,0.7548518896833504,0.7494929006085193,0.7521628498727735,0.8074102341503154,0.8109305627624371,0.44741305708885193,0.5321431988151272,0.7993197278911565,0.4230769230769231,0.7021276595744681,0.528,0.7942113877164269,0.5302236744568065,0.44209498167037964,0.489157392054188,0.5279999999995307,0.0007
17,0.7611561866125761,0.766287487073423,0.7515212981744422,0.7588325652841782,0.8125876880793585,0.8102838711741934,0.4450356066226959,0.525059747768464,0.8401360544217688,0.5,0.6382978723404256,0.5607476635514018,0.8150572831423895,0.5484350722403043,0.33871152997016907,0.43527833134138666,0.5607476635509092,0.0007
18,0.7287018255578094,0.6919148936170213,0.8245436105476673,0.7524294308190652,0.8084686626976454,0.81365679500088,0.315858393907547,0.530086008820524,0.8333333333333334,0.48333333333333334,0.6170212765957447,0.5420560747663551,0.8076492376604358,0.5390241601363598,0.5973203182220459,0.4851709985408653,0.5420560747658625,0.0007
19,0.7641987829614605,0.7650050864699899,0.7626774847870182,0.7638395124428644,0.8223280079325569,0.8195416806635951,0.43952614068984985,0.5159532860616641,0.8367346938775511,0.4915254237288136,0.6170212765957447,0.5471698113207547,0.816177103971057,0.5546224787980888,0.516239583492279,0.45049946973112975,0.547169811320261,0.0007
