epoch,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,train_pr_auc,train_threshold,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_threshold,val_loss,val_threshold_score,lr
1,0.5010141987829615,0.500507614213198,1.0,0.6671177266576455,0.4967012824574469,0.4939544511798198,0.3530372381210327,0.6982933462996028,0.7244897959183674,0.3023255813953488,0.5531914893617021,0.39097744360902253,0.667499353949522,0.36511764747939585,0.45530402660369873,0.6336456792695182,0.39097744360856557,0.0007
2,0.5,0.5,1.0,0.6666666666666666,0.5077664380433575,0.5100452929764389,0.37968024611473083,0.6941800585383092,0.7108843537414966,0.28888888888888886,0.5531914893617021,0.3795620437956204,0.6619002498061848,0.3568777872555206,0.511867880821228,0.7048181644102343,0.37956204379516967,0.0007
3,0.5,0.5,1.0,0.6666666666666666,0.5206028414023509,0.5109882886710697,0.3887343108654022,0.6932277430385412,0.7108843537414966,0.2840909090909091,0.5319148936170213,0.37037037037037035,0.6442415367387372,0.34241955634507093,0.48607462644577026,0.664038846281921,0.3703703703699165,0.0007
4,0.5045638945233266,0.5022970903522205,0.9979716024340771,0.668251273344652,0.5367101901262709,0.5339269165606246,0.40848082304000854,0.6903190779637614,0.5986394557823129,0.23308270676691728,0.6595744680851063,0.34444444444444444,0.6360582306830908,0.3241251856715873,0.44961628317832947,0.6159290265874798,0.3444444444440586,0.0007
5,0.5121703853955375,0.506282722513089,0.9807302231237323,0.6678176795580111,0.5737104452188653,0.5631968868166637,0.37739017605781555,0.6848401563888148,0.7006802721088435,0.2696629213483146,0.5106382978723404,0.35294117647058826,0.6367473511930398,0.3366719541212344,0.5129104256629944,0.6546458143766235,0.35294117647013595,0.0007
6,0.5,0.5,1.0,0.6666666666666666,0.5821346724323079,0.5808340142980424,0.2256156951189041,0.6833944245719523,0.6836734693877551,0.2553191489361702,0.5106382978723404,0.3404255319148936,0.6395038332328365,0.34671446369283515,0.49463069438934326,0.6204293260768968,0.34042553191444913,0.0007
7,0.5268762677484787,0.5143165856293895,0.9655172413793104,0.6711314769122312,0.6092207744117442,0.5982597578062877,0.34310218691825867,0.6745902101601838,0.5952380952380952,0.24285714285714285,0.723404255319149,0.36363636363636365,0.646222758204841,0.35422888766379046,0.4906904697418213,0.6506206535157704,0.3636363636359873,0.0007
8,0.5152129817444219,0.5078534031413613,0.9837728194726166,0.669889502762431,0.6145962336812741,0.6023807436249498,0.30750182271003723,0.6733538921899777,0.6156462585034014,0.2421875,0.6595744680851063,0.35428571428571426,0.6519941424756655,0.35671687177500017,0.5539202094078064,0.7427772384922521,0.3542857142853214,0.00035
9,0.5370182555780934,0.5206564799094511,0.9330628803245437,0.6683617871413003,0.6203203880698953,0.6174878377840375,0.35890600085258484,0.6707872420730746,0.5816326530612245,0.2361111111111111,0.723404255319149,0.35602094240837695,0.6520802825394091,0.35971349525901225,0.46891704201698303,0.6461715313042102,0.3560209424080059,0.00035
10,0.5162271805273834,0.5083769633507853,0.9847870182555781,0.6705801104972375,0.6260918580203991,0.6194603661158846,0.3155495524406433,0.6679856155755312,0.5612244897959183,0.22666666666666666,0.723404255319149,0.34517766497461927,0.6516495822206908,0.3612765200677468,0.47250691056251526,0.6610236561217275,0.34517766497425595,0.00035
11,0.5491886409736308,0.5277936962750717,0.934077079107505,0.6744782131087513,0.6350272990220079,0.6346630648651097,0.36440038681030273,0.6637888988423299,0.6224489795918368,0.23770491803278687,0.6170212765957447,0.3431952662721893,0.6473425790335086,0.35693374194673383,0.47181954979896545,0.619478824592772,0.34319526627178776,0.00035
12,0.5258620689655172,0.5137466307277628,0.9665314401622718,0.6708905315029919,0.6339657846771638,0.6332053043010897,0.31365275382995605,0.6644973734329487,0.8333333333333334,0.4666666666666667,0.2978723404255319,0.36363636363636365,0.6550090447066931,0.37232913909772763,0.5990185737609863,0.6258320415101084,0.363636363635888,0.00035
13,0.5223123732251521,0.511727078891258,0.973630831643002,0.6708595387840671,0.6393674732255634,0.6358284714151121,0.33459651470184326,0.6625793468637834,0.826530612244898,0.4375,0.2978723404255319,0.35443037974683544,0.6576793866827462,0.37226632383036184,0.6275100111961365,0.6563685309319269,0.35443037974635344,0.00035
14,0.5294117647058824,0.5157952069716776,0.960446247464503,0.6711552090715804,0.6414066710827858,0.6529913877798428,0.314159095287323,0.6598248359639552,0.6802721088435374,0.26732673267326734,0.574468085106383,0.36486486486486486,0.6610388491687484,0.3742646805745287,0.5511137843132019,0.6943677262384065,0.3648648648644314,0.00035
15,0.5542596348884381,0.5309785755645628,0.9300202839756593,0.6760044231478068,0.6432386062069788,0.6516834496231815,0.3618326783180237,0.6578912572976784,0.6938775510204082,0.2736842105263158,0.5531914893617021,0.36619718309859156,0.6621586699974158,0.3758835776062666,0.5409998893737793,0.6678222085342926,0.3661971830981487,0.000175
