epoch,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,train_pr_auc,train_threshold,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_threshold,val_loss,val_best_threshold,val_best_threshold_score,val_optimized_f1,val_optimized_precision,val_optimized_recall,val_optimized_f1_epoch,val_optimized_precision_epoch,val_optimized_recall_epoch,monitor_score,lr
1,0.5273699397436985,0.47493887530562345,0.28751156336725253,0.3581883139333871,0.5067701502824377,0.4646029091948284,0.5,0.08761301338938211,0.5412563667232597,0.0,0.0,0.0,0.5264525928560748,0.48699543156134506,0.5,0.08628320660068953,0.4874005615711212,0.6293966922893427,0.629396692289774,0.4592114208021754,1.0,0.629396692289774,0.4592114208021754,1.0,0.629396692289774,0.0005
2,0.5284732241364678,0.46169457128361235,0.1683626271970398,0.24674620390455532,0.4972774561259231,0.45746240666389304,0.5,0.08673420757988581,0.4587436332767402,0.4587436332767402,1.0,0.6289571694599627,0.5203824575318065,0.4805255632776575,0.5,0.08689114906032948,0.5027565360069275,0.6290247316841227,0.6290247316845544,0.45928449744463373,0.997779422649889,0.6290247316845544,0.45928449744463373,0.997779422649889,0.6290247316845544,0.0005
3,0.534074514130527,0.4604651162790698,0.09158186864014801,0.1527777777777778,0.4959364101100307,0.45887972818652334,0.5,0.08652259345437253,0.5378607809847199,0.48579545454545453,0.12657290895632864,0.2008220786846741,0.5260511522205309,0.4813889380766656,0.5,0.08660279058033825,0.4975692629814148,0.6289571694595315,0.6289571694599627,0.4587436332767402,1.0,0.6289571694599627,0.4587436332767402,1.0,0.6289571694599627,0.0005
4,0.5350929304930833,0.45006839945280436,0.06086956521739131,0.10723598435462842,0.4968546335707069,0.4588942181015583,0.5,0.08647286369075073,0.5412563667232597,0.0,0.0,0.0,0.5242779873080676,0.4775484260489268,0.5,0.08624664296875179,0.48173844814300537,0.6301050175024854,0.6301050175029171,0.4601226993865031,0.999259807549963,0.6301050175029171,0.4601226993865031,0.999259807549963,0.6301050175029171,0.0005
5,0.5356021386743613,0.44773790951638065,0.05309898242368177,0.09493880251405888,0.4977257043102315,0.45742717520345283,0.5,0.08645606407318537,0.5412563667232597,0.0,0.0,0.0,0.517308847853767,0.4796203909337743,0.5,0.08627973090610601,0.485867977142334,0.6296382730450758,0.6296382730455076,0.4597818677573279,0.9985196150999259,0.6296382730455076,0.4597818677573279,0.9985196150999259,0.6296382730455076,0.0005
6,0.5364508189764916,0.46332046332046334,0.0666049953746531,0.11646716273050793,0.49495766117861784,0.45684202401258256,0.5,0.08645589949142181,0.5412563667232597,0.0,0.0,0.0,0.5255798251585562,0.4809960817631598,0.5,0.08635175936493282,0.48879334330558777,0.6292501164411151,0.6292501164415464,0.45905538566089027,1.0,0.6292501164415464,0.45905538566089027,1.0,0.6292501164415464,0.0005
7,0.5371297632181957,0.4439359267734554,0.03589269195189639,0.06641561109209175,0.4875942220439189,0.4511889209651385,0.5,0.08648580187846452,0.5412563667232597,0.0,0.0,0.0,0.5196503914104242,0.4770316108594185,0.5,0.08630812725207195,0.4684942960739136,0.6292501164411151,0.6292501164415464,0.45905538566089027,1.0,0.6292501164415464,0.45905538566089027,1.0,0.6292501164415464,0.0005
8,0.5372146312484087,0.46238244514106586,0.0545790934320074,0.09763362568260797,0.5062291630950402,0.4627201253195716,0.5,0.08636408685995445,0.5412563667232597,0.0,0.0,0.0,0.5227688119864742,0.4754026979280934,0.5,0.08663896727288721,0.4601639211177826,0.6292501164411151,0.6292501164415464,0.45905538566089027,1.0,0.6292501164415464,0.45905538566089027,1.0,0.6292501164415464,0.0005
9,0.5409488245777816,0.4929078014184397,0.025716928769657723,0.04888341832248989,0.5095782391424732,0.4667858173582877,0.5,0.08630025174415325,0.5412563667232597,0.0,0.0,0.0,0.5254920608090852,0.47818114251827315,0.5,0.08623040169730453,0.4773339629173279,0.6292501164411151,0.6292501164415464,0.45905538566089027,1.0,0.6292501164415464,0.45905538566089027,1.0,0.6292501164415464,0.0005
10,0.5378087074598998,0.43843843843843844,0.027012025901942644,0.050888811432554894,0.512036649456141,0.4662483048246603,0.5,0.08629080092010075,0.533446519524618,0.478584729981378,0.19022945965951146,0.2722457627118644,0.5235357052306624,0.4808948298510842,0.5,0.08637858606457507,0.4766724705696106,0.6293966922893427,0.629396692289774,0.4592114208021754,1.0,0.629396692289774,0.4592114208021754,1.0,0.629396692289774,0.00025
