epoch,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,train_pr_auc,train_threshold,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_threshold,val_loss,val_best_threshold,val_best_threshold_score,val_optimized_f1,val_optimized_precision,val_optimized_recall,val_optimized_f1_epoch,val_optimized_precision_epoch,val_optimized_recall_epoch,monitor_score,lr
1,0.5213443095985743,0.454685692248361,0.2181313598519889,0.2948237059264816,0.4997424222777825,0.457550307062473,0.5,0.0872773963391786,0.5412563667232597,0.0,0.0,0.0,0.4964318451781152,0.4578531423979791,0.5,0.08630783835675801,0.4861876666545868,0.6289571694595315,0.6289571694599627,0.4587436332767402,1.0,0.6289571694599627,0.4587436332767402,1.0,0.6289571694599627,0.0005
2,0.5311041330730714,0.4589041095890411,0.12395929694727105,0.19519300801165332,0.49620286432112704,0.45578805532037703,0.5,0.08661082726018413,0.5412563667232597,0.0,0.0,0.0,0.5018003300682519,0.4692231110345946,0.5,0.08642174066479218,0.4717343747615814,0.6289571694595315,0.6289571694599627,0.4587436332767402,1.0,0.6289571694599627,0.4587436332767402,1.0,0.6289571694599627,0.0005
3,0.5322074174658407,0.4372801875732708,0.06901017576318223,0.11920741450942793,0.4923494818712219,0.4507317084890984,0.5,0.08652850818342663,0.5412563667232597,0.0,0.0,0.0,0.5058839263076655,0.47086630241507565,0.5,0.08628263832757753,0.4764881432056427,0.6289571694595315,0.6289571694599627,0.4587436332767402,1.0,0.6289571694599627,0.4587436332767402,1.0,0.6289571694599627,0.0005
4,0.5360264788254264,0.4714022140221402,0.09454209065679926,0.1574973031283711,0.4996970245487132,0.4626048448607093,0.5,0.08644331714718065,0.5412563667232597,0.0,0.0,0.0,0.5042307988784738,0.47154840067491754,0.5,0.08627399956785357,0.47655993700027466,0.6290510608529142,0.6290510608533457,0.45915588835942817,0.9985196150999259,0.6290510608533457,0.45915588835942817,0.9985196150999259,0.6290510608533457,0.0005
5,0.5352626665535093,0.47125506072874496,0.10767807585568917,0.1753012048192771,0.50978123806134,0.4666282183454836,0.5,0.0863759782793495,0.5412563667232597,0.0,0.0,0.0,0.5034367404784968,0.47031184289373984,0.5,0.08633901360484254,0.4785107970237732,0.6291036088470658,0.629103608847497,0.45889945652173914,1.0,0.629103608847497,0.45889945652173914,1.0,0.629103608847497,0.0005
6,0.5349231944326572,0.4326750448833034,0.044588344125809434,0.08084535390808453,0.4964982831536134,0.45156513364972983,0.5,0.08644794667985214,0.5412563667232597,0.0,0.0,0.0,0.5036496502892509,0.4681932988558878,0.5,0.08629787688243166,0.4702703356742859,0.6291036088470658,0.629103608847497,0.45889945652173914,1.0,0.629103608847497,0.45889945652173914,1.0,0.629103608847497,0.0005
7,0.5386573877620301,0.4681724845995893,0.042183163737280295,0.07739307535641547,0.5040367283582643,0.4617141288633844,0.5,0.08636830818010167,0.5412563667232597,0.0,0.0,0.0,0.5054822534913029,0.46789637820311597,0.5,0.08631241673726987,0.46353691816329956,0.6292501164411151,0.6292501164415464,0.45905538566089027,1.0,0.6292501164415464,0.45905538566089027,1.0,0.6292501164415464,0.0005
8,0.5360264788254264,0.45799457994579945,0.06253469010175763,0.11004395246622171,0.509653848842677,0.46338677677870027,0.5,0.08635500093097953,0.5412563667232597,0.0,0.0,0.0,0.5066009006758319,0.47038145092396855,0.5,0.08642520334552625,0.45523300766944885,0.6291036088470658,0.629103608847497,0.45889945652173914,1.0,0.629103608847497,0.45889945652173914,1.0,0.629103608847497,0.0005
9,0.5352626665535093,0.47215686274509805,0.11137835337650324,0.18023952095808382,0.5191632951963401,0.4730980495199966,0.5,0.08627193431242469,0.4964346349745331,0.4573091849935317,0.5233160621761658,0.48809112875388333,0.5052449646945847,0.4707643615891395,0.5,0.08665542370546452,0.4816434681415558,0.6292501164411151,0.6292501164415464,0.45905538566089027,1.0,0.6292501164415464,0.45905538566089027,1.0,0.6292501164415464,0.0005
10,0.5398455401850123,0.48846675712347354,0.0666049953746531,0.11722565939433409,0.5218565553595572,0.47597404731161297,0.5,0.0862130778088823,0.5412563667232597,0.0,0.0,0.0,0.5098741858579592,0.47510533929222143,0.5,0.08625109785936887,0.4671047329902649,0.6298368298363983,0.6298368298368299,0.4596801633208574,1.0,0.6298368298368299,0.4596801633208574,1.0,0.6298368298368299,0.0005
