epoch,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,train_pr_auc,train_threshold,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_threshold,val_loss,val_best_threshold,val_best_threshold_score,val_optimized_f1,val_optimized_precision,val_optimized_recall,val_optimized_f1_epoch,val_optimized_precision_epoch,val_optimized_recall_epoch,monitor_score,lr
1,0.5175691733152267,0.45507060333761234,0.2623982235381199,0.33286384976525824,0.5041201783332278,0.4603117165951115,0.5,0.08736554835768875,0.5410726408689749,0.0,0.0,0.0,0.5109447966857966,0.4762259317686127,0.5,0.08628176022207179,0.4860297441482544,0.6299580027993815,0.6299580027998134,0.4601226993865031,0.9985207100591716,0.6299580027998134,0.4601226993865031,0.9985207100591716,0.6299580027998134,0.0005
2,0.5283483279579019,0.46184538653366586,0.17135455218356774,0.24996625725469024,0.5048844810030038,0.4634312893288227,0.5,0.08661331964978904,0.5410726408689749,0.0,0.0,0.0,0.5217253309377622,0.48276683846789986,0.5,0.0862536523326756,0.48385581374168396,0.630156140759298,0.6301561407597297,0.46002041510717934,1.0,0.6301561407597297,0.46002041510717934,1.0,0.6301561407597297,0.0005
3,0.5326769648616534,0.45206766917293234,0.0890081421169504,0.1487322201607916,0.49157117162785935,0.4515228595175547,0.5,0.08655898390485484,0.5410726408689749,0.0,0.0,0.0,0.5216339193573535,0.4748064585537608,0.5,0.08644299686602484,0.47203996777534485,0.6295692665886257,0.6295692665890571,0.4593951749915053,1.0,0.6295692665890571,0.4593951749915053,1.0,0.6295692665890571,0.0005
4,0.5325920896282464,0.4457323498419389,0.07827535159141377,0.1331654336533921,0.4978332572019054,0.45478460793655406,0.5,0.08650409719384884,0.5410726408689749,0.0,0.0,0.0,0.5301247559264401,0.47988497487013815,0.5,0.08635615680343993,0.49132776260375977,0.6298625669690537,0.6298625669694852,0.4597075824549473,1.0,0.6298625669694852,0.4597075824549473,1.0,0.6298625669694852,0.0005
5,0.5360719741979291,0.4576502732240437,0.061991117690599555,0.1091916558018253,0.5092141513237468,0.46252163933429935,0.5,0.08634280914226061,0.5410726408689749,0.0,0.0,0.0,0.5375891842931704,0.48712922221516286,0.5,0.08628103059121564,0.4779062569141388,0.6292762392362454,0.6292762392366767,0.4590831918505942,1.0,0.6292762392366767,0.4590831918505942,1.0,0.6292762392366767,0.0005
6,0.5372602274656255,0.47435897435897434,0.08216136195410807,0.14006309148264984,0.50303611786352,0.45818731502112753,0.5,0.08639431579891883,0.5410726408689749,0.0,0.0,0.0,0.5391359888784124,0.4874276670023771,0.5,0.08655866309848677,0.46872133016586304,0.6295692665886257,0.6295692665890571,0.4593951749915053,1.0,0.6295692665890571,0.4593951749915053,1.0,0.6295692665890571,0.0005
7,0.5378543540994738,0.4488778054862843,0.033308660251665435,0.06201550387596899,0.496141958652743,0.4548015845654936,0.5,0.08642695975579869,0.5410726408689749,0.0,0.0,0.0,0.5376388342378594,0.4889117317587734,0.5,0.08622694369569896,0.48052915930747986,0.6308411214948948,0.6308411214953271,0.4610655737704918,0.9985207100591716,0.6308411214953271,0.4610655737704918,0.9985207100591716,0.6308411214953271,0.0005
8,0.5361568494313359,0.4522691705790297,0.053478904515173946,0.09564785702465663,0.5066239999916442,0.4617618398117955,0.5,0.08636534582944297,0.5410726408689749,0.0,0.0,0.0,0.5470825321286183,0.4926948187349832,0.5,0.08628459793729841,0.47537240386009216,0.6314559476508881,0.6314559476513204,0.4615647420567134,0.9992603550295858,0.6314559476513204,0.4615647420567134,0.9992603550295858,0.6314559476513204,0.0005
9,0.5370904769988117,0.45265151515151514,0.04422649888971132,0.08057990559676331,0.5059756787940782,0.46297395704952027,0.5,0.08634510404502894,0.5410726408689749,0.0,0.0,0.0,0.5505515320024055,0.4957688988800442,0.5,0.0861564290489134,0.48049309849739075,0.6321513002359717,0.6321513002364066,0.4645587213342599,0.988905325443787,0.6321513002364066,0.4645587213342599,0.988905325443787,0.6321513002364066,0.0005
10,0.5383636054999151,0.4826904055390702,0.09030347890451518,0.15214341387373342,0.5141297783206011,0.47097651542282487,0.5,0.08628485036248405,0.5410726408689749,0.0,0.0,0.0,0.5447327440921207,0.4938508345686513,0.5,0.08615477932446357,0.47299960255622864,0.631855030996225,0.6318550309966618,0.4662209711470795,0.9800295857988166,0.6318550309966618,0.4662209711470795,0.9800295857988166,0.6318550309966618,0.0005
11,0.5410796129689357,0.49756888168557534,0.05680977054034049,0.10197641587776117,0.5197401626241576,0.4745770866201575,0.5,0.08619640118636455,0.5410726408689749,0.0,0.0,0.0,0.5535263525201755,0.5019091678872232,0.5,0.08603715458575027,0.4787590205669403,0.631963026027289,0.6319630260277305,0.47082276187024286,0.9607988165680473,0.6319630260277305,0.47082276187024286,0.9607988165680473,0.6319630260277305,0.0005
12,0.5421829910032253,0.504863813229572,0.096039970392302,0.16138059701492538,0.5202647267311138,0.4801765701836705,0.5,0.08620190971008163,0.5458248472505092,0.5055118110236221,0.47485207100591714,0.4897025171624714,0.5501420359632646,0.501628807850849,0.5,0.08602387198099698,0.4712015986442566,0.6338298894757747,0.6338298894762133,0.4693950177935943,0.9755917159763313,0.6338298894762133,0.4693950177935943,0.9755917159763313,0.6338298894762133,0.0005
13,0.5387031064335427,0.4900449582530507,0.1411917098445596,0.2192213762390461,0.5280444215276467,0.4821924236632439,0.5,0.08615319161438574,0.5407331975560081,0.0,0.0,0.0,0.5594750655193662,0.5108149164616222,0.5,0.08588367189202921,0.4650961458683014,0.631704980842474,0.6317049808429118,0.46706798866855526,0.9755917159763313,0.6317049808429118,0.46706798866855526,0.9755917159763313,0.6317049808429118,0.0005
14,0.5418434900695976,0.5016429353778752,0.1695040710584752,0.25338865836791147,0.5436766930364579,0.4920885818779645,0.5,0.08595505560032278,0.5465037338764427,0.6111111111111112,0.03254437869822485,0.06179775280898876,0.5607956612444596,0.5163911779094436,0.5,0.08582706705939584,0.4419327676296234,0.6307366439157817,0.6307366439162155,0.4625474628926476,0.9911242603550295,0.6307366439162155,0.4625474628926476,0.9911242603550295,0.6307366439162155,0.0005
15,0.5465965031403837,0.5135964912280702,0.21669133974833457,0.3047891723060906,0.5468728928944542,0.4951663020673801,0.5,0.08587977387159025,0.5471826205023761,0.5775862068965517,0.04955621301775148,0.09128065395095368,0.5537567375438961,0.5063810149658642,0.5,0.08584135269540066,0.44394758343696594,0.6304246383570109,0.6304246383574429,0.4604635310156783,0.9992603550295858,0.6304246383574429,0.4604635310156783,0.9992603550295858,0.6304246383574429,0.0005
16,0.5462570022067561,0.5109599395313681,0.25018504811250925,0.33590062111801244,0.5531130442613731,0.4972918704993114,0.5,0.08575793935839378,0.5607603530210454,0.6,0.128698224852071,0.21193666260657734,0.5669466861678039,0.5225325432758452,0.5,0.08563884217684073,0.43436527252197266,0.6304449648707616,0.6304449648711944,0.4612748457847841,0.9955621301775148,0.6304449648711944,0.4612748457847841,0.9955621301775148,0.6304449648711944,0.0005
17,0.5557630283483279,0.5287162162162162,0.28960029607698,0.37422285987565757,0.5677154525212615,0.513457505033406,0.5,0.08551696877647713,0.572980312287848,0.6035242290748899,0.20266272189349113,0.3034330011074197,0.5771996317551766,0.5362751270386485,0.5,0.08538690890208929,0.45222732424736023,0.6328217237303799,0.6328217237308147,0.4647936177592785,0.9911242603550295,0.6328217237308147,0.4647936177592785,0.9911242603550295,0.6328217237308147,0.0005
18,0.570701069427941,0.5490362811791383,0.3584381939304219,0.43372145096283027,0.5822878463138579,0.5270232291704688,0.5,0.08515816256644224,0.5624575695858791,0.5532994923857868,0.24186390532544377,0.3365928975810602,0.5830539170558232,0.5382438459786536,0.5,0.08516267223254564,0.434068500995636,0.6318812829100457,0.6318812829104835,0.46709129511677283,0.9763313609467456,0.6318812829104835,0.46709129511677283,0.9763313609467456,0.6318812829104835,0.00025
19,0.576133084365982,0.5520833333333334,0.4021095484826055,0.46531049250535333,0.5967136929104232,0.5358769758525894,0.5,0.08465201614582363,0.5784114052953157,0.5597826086956522,0.3809171597633136,0.4533450704225352,0.6010459897693272,0.5587794980204907,0.5,0.08456493206499227,0.41292431950569153,0.6336681013864587,0.6336681013868962,0.46819787985865724,0.9800295857988166,0.6336681013868962,0.46819787985865724,0.9800295857988166,0.6336681013868962,0.00025
20,0.5796978441690714,0.5531514581373471,0.43523316062176165,0.4871582435791218,0.6043143598960063,0.5444310226332758,0.5,0.08439617937276125,0.5831636116768499,0.6026490066225165,0.2692307692307692,0.3721881390593047,0.6096892563087911,0.5691862303933292,0.5,0.08491553187633322,0.40473824739456177,0.6344725111436853,0.6344725111441307,0.4769173492181683,0.9474852071005917,0.6344725111441307,0.4769173492181683,0.9474852071005917,0.6344725111441307,0.00025
21,0.5904769988117468,0.5679737027471238,0.4476313841598816,0.5006726689433924,0.6181084665111078,0.563036363888361,0.5,0.08388563419563057,0.5953835709436525,0.5632911392405063,0.5266272189349113,0.5443425076452599,0.6243684712642825,0.5810226783949493,0.5,0.08370137133731052,0.4340995252132416,0.640506946136531,0.6405069461369729,0.4776444929116685,0.9718934911242604,0.6405069461369729,0.4776444929116685,0.9718934911242604,0.6405069461369729,0.00025
