epoch,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,train_pr_auc,train_threshold,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_threshold,val_loss,val_threshold_score,lr
1,0.5005070993914807,0.5002536783358701,1.0,0.6668921203922895,0.5305895107570902,0.5303560191277581,0.15590445697307587,0.7080830422666445,0.5306122448979592,0.19047619047619047,0.5957446808510638,0.28865979381443296,0.5490567663020071,0.21054151745584987,0.5972615480422974,0.84518631218242,0.2886597938140658,0.001
2,0.5258620689655172,0.5136,0.9766734279918864,0.6731911918909472,0.6011390707223646,0.5861280002354214,0.2794494926929474,0.6810826931231888,0.3333333333333333,0.17180616740088106,0.8297872340425532,0.2846715328467153,0.5183909036092688,0.19047635136768173,0.7321997284889221,1.22666284502769,0.2846715328464311,0.001
3,0.5223123732251521,0.5116525423728814,0.9797160243407708,0.6722338204592901,0.6144892593674526,0.6006731590458865,0.24906261265277863,0.67677006748095,0.3299319727891156,0.17105263157894737,0.8297872340425532,0.28363636363636363,0.5015935911792575,0.16646681877779462,0.8127791881561279,1.5766734387598882,0.2836363636360802,0.001
4,0.5740365111561866,0.5449507389162561,0.8975659229208925,0.6781609195402298,0.6389524334599195,0.6196344579424106,0.3639827370643616,0.6663258593174314,0.336734693877551,0.17256637168141592,0.8297872340425532,0.2857142857142857,0.49797570850202433,0.16376049017852803,0.8604171872138977,1.791790711636446,0.28571428571400065,0.001
5,0.5436105476673428,0.5243488108720272,0.9391480730223124,0.6729651162790697,0.6130183625524072,0.6003252358516589,0.32609376311302185,0.677060942379021,0.3197278911564626,0.17167381974248927,0.851063829787234,0.2857142857142857,0.5073649754500819,0.16503947506742042,0.8070780038833618,1.5395667504291146,0.2857142857140063,0.0005
6,0.5532454361054767,0.5304347826086957,0.9279918864097363,0.6750276650682405,0.6168324082798119,0.6105596493924234,0.3515292704105377,0.6704368238274998,0.3707482993197279,0.17452830188679244,0.7872340425531915,0.2857142857142857,0.5098630372986477,0.1654997857325764,0.8222955465316772,1.5654990113511378,0.28571428571398866,0.0005
7,0.5344827586206896,0.5180467091295117,0.9898580121703854,0.6801393728222996,0.6460960547050183,0.6361069204198669,0.24526704847812653,0.6586421615695373,0.3707482993197279,0.17452830188679244,0.7872340425531915,0.2857142857142857,0.5132224997846497,0.16700045922996637,0.8352771401405334,1.6263709757603755,0.28571428571398866,0.0005
8,0.5304259634888439,0.5161290322580645,0.973630831643002,0.67463106113844,0.6274825241000785,0.6145157781757007,0.26403528451919556,0.6696909407331301,0.3401360544217687,0.17333333333333334,0.8297872340425532,0.2867647058823529,0.5104660177448531,0.16486749526806432,0.8464377522468567,1.7075240401183667,0.28676470588206704,0.0005
9,0.5927991886409736,0.559300064808814,0.8752535496957403,0.6824831949387109,0.6575510493768746,0.6421778336181989,0.4014028012752533,0.6531490377673754,0.3197278911564626,0.17167381974248927,0.851063829787234,0.2857142857142857,0.5056421741752088,0.16307056513772825,0.8373571634292603,1.6718677030939635,0.2857142857140063,0.00025
10,0.5623732251521298,0.5360281195079086,0.9279918864097363,0.6795395469736354,0.6503709128611925,0.639718793791524,0.34712180495262146,0.6560142760828107,0.3299319727891156,0.17391304347826086,0.851063829787234,0.2888086642599278,0.5067619950038763,0.16337641027434446,0.8502100110054016,1.7403771723208785,0.288808664259646,0.00025
11,0.5562880324543611,0.5322486926205694,0.9290060851926978,0.6767639453269302,0.6539031224156446,0.6381887155046226,0.3435400128364563,0.6587168331320339,0.3163265306122449,0.17094017094017094,0.851063829787234,0.2846975088967972,0.5049530536652598,0.16307345039632515,0.85430508852005,1.7659755604607719,0.28469750889651857,0.00025
