epoch,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,train_pr_auc,train_threshold,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_threshold,val_loss,val_threshold_score,monitor_score,lr
1,0.5010141987829615,0.500507614213198,1.0,0.6671177266576455,0.4928676933457863,0.49265066184835316,0.3072773218154907,0.7046923368987882,0.2585034013605442,0.1724137931034483,0.9574468085106383,0.2922077922077922,0.5463002842622103,0.18980549456084822,0.5585201382637024,0.7927912250668013,0.29220779220753357,0.2922077922077922,0.0007
2,0.52079107505071,0.5108179419525066,0.9817444219066938,0.6719888927455745,0.5862243827376372,0.5710695368636945,0.3722381889820099,0.6817987684545845,0.5612244897959183,0.20714285714285716,0.6170212765957447,0.31016042780748665,0.5286415711947626,0.1757802060781476,0.7115228772163391,1.0609050263352946,0.31016042780711034,0.31016042780748665,0.0007
3,0.5598377281947262,0.5347058823529411,0.9219066937119675,0.676842889054356,0.6361124711477932,0.6141021799636347,0.33892109990119934,0.6654762351246925,0.30612244897959184,0.17427385892116182,0.8936170212765957,0.2916666666666667,0.5270049099836334,0.18949124302349807,0.7466616630554199,1.2060002672428987,0.29166666666639346,0.2916666666666667,0.0007
4,0.5796146044624746,0.5493400377121307,0.8864097363083164,0.6783081102056655,0.652908467016939,0.6263756316851458,0.3385373651981354,0.6581106507512183,0.6156462585034014,0.22033898305084745,0.5531914893617021,0.3151515151515151,0.5578430528038592,0.2027838331186829,0.7369823455810547,1.151821260955058,0.31515151515110773,0.3151515151515151,0.0007
5,0.6171399594320487,0.5754408883082952,0.8935091277890467,0.7000397298371077,0.6789011680772191,0.6360325515996419,0.3220131993293762,0.6424438417804169,0.36394557823129253,0.18181818181818182,0.851063829787234,0.299625468164794,0.5566801619433198,0.19352226962151015,0.7506003975868225,1.2178291755468666,0.2996254681645039,0.299625468164794,0.0007
6,0.6572008113590264,0.6185015290519877,0.8204868154158215,0.7053182214472538,0.714771506980074,0.699309060851308,0.3801064193248749,0.6206086131670412,0.43197278911564624,0.2,0.851063829787234,0.32388663967611336,0.5782582479111034,0.18849024432780376,0.7996726036071777,1.3891074154652705,0.3238866396758052,0.32388663967611336,0.0007
7,0.6901622718052738,0.6450116009280742,0.845841784989858,0.7318999561211057,0.7598709519479612,0.7445859953491119,0.3380466103553772,0.5841614361587935,0.4421768707482993,0.20603015075376885,0.8723404255319149,0.3333333333333333,0.5733482642777156,0.1860265634800341,0.8319331407546997,1.464693969609786,0.33333333333302423,0.3333333333333333,0.0007
8,0.6921906693711968,0.6483946750195771,0.8397565922920892,0.7317719840919134,0.7702685466716589,0.7504307627982136,0.33215925097465515,0.5742215051128705,0.5,0.2222222222222222,0.851063829787234,0.3524229074889868,0.6238263416314929,0.2107978055231108,0.8185831904411316,1.3985654967171806,0.3524229074886584,0.3524229074889868,0.0007
9,0.7403651115618661,0.7206703910614525,0.7849898580121704,0.7514563106796116,0.8078288740130591,0.7941793653525716,0.4305495619773865,0.5364862526889747,0.5408163265306123,0.2411764705882353,0.8723404255319149,0.3778801843317972,0.6703419760530623,0.2512972497077161,0.8548474907875061,1.411787906471564,0.37788018433145787,0.3778801843317972,0.0007
10,0.7454361054766734,0.7232472324723247,0.795131845841785,0.7574879227053141,0.8142267608589214,0.8071380198263418,0.4236789643764496,0.5290481304300243,0.6530612244897959,0.2689075630252101,0.6808510638297872,0.3855421686746988,0.6737014385390645,0.2507408853202961,0.8641930818557739,1.2441762637118905,0.38554216867429286,0.3855421686746988,0.0007
11,0.7464503042596349,0.7094827586206897,0.834685598377282,0.7670083876980429,0.8155670255792042,0.8152747974558817,0.35076406598091125,0.5259629705614782,0.6292517006802721,0.26515151515151514,0.7446808510638298,0.39106145251396646,0.6892927900766646,0.257026716796761,0.8928884863853455,1.484669058501315,0.3910614525135791,0.39106145251396646,0.0007
12,0.7530425963488844,0.7262012692656392,0.8123732251521298,0.7668741024413595,0.8283185695065604,0.8237180402690586,0.3775152564048767,0.5132182617700124,0.6904761904761905,0.3103448275862069,0.7659574468085106,0.44171779141104295,0.7241795158928418,0.30626060603832095,0.776372492313385,0.9437134890329271,0.4417177914106325,0.44171779141104295,0.0007
13,0.7626774847870182,0.733754512635379,0.8245436105476673,0.7765042979942693,0.8324936535431127,0.8310113987401855,0.3704928457736969,0.5030094293866147,0.7687074829931972,0.36,0.574468085106383,0.4426229508196721,0.7488155741235248,0.33845805708314536,0.8511471152305603,0.8477538597016108,0.4426229508191985,0.4426229508196721,0.0007
14,0.7723123732251521,0.7425474254742548,0.8336713995943205,0.7854753941710464,0.844843015194467,0.8513298093719859,0.37140145897865295,0.49004568833608414,0.7517006802721088,0.3645833333333333,0.7446808510638298,0.48951048951048953,0.7607890429838918,0.36055491798031786,0.8907737731933594,1.1876905248278664,0.4895104895100481,0.48951048951048953,0.0007
15,0.781947261663286,0.778,0.7890466531440162,0.783484390735146,0.847858867964896,0.8521469345624303,0.44436612725257874,0.4811690026557953,0.7517006802721088,0.35555555555555557,0.6808510638297872,0.46715328467153283,0.7611336032388665,0.371990278428281,0.8914108872413635,1.0594185363678705,0.46715328467108214,0.46715328467153283,0.0007
16,0.7783975659229209,0.7558247903075489,0.8225152129817445,0.7877610490529383,0.861876617472197,0.8665923414642254,0.35377803444862366,0.4612928488675286,0.7959183673469388,0.4084507042253521,0.6170212765957447,0.4915254237288136,0.7638039452149195,0.37578300018031,0.9440963864326477,1.4621216496642755,0.49152542372833424,0.4915254237288136,0.0007
17,0.7723123732251521,0.7374005305039788,0.845841784989858,0.7879074161549362,0.8545139046035984,0.8572921117883342,0.340730220079422,0.4730311220485347,0.7993197278911565,0.4166666666666667,0.6382978723404256,0.5042016806722689,0.7869756223619605,0.41510046188179367,0.8742132186889648,0.9028190082433273,0.5042016806717909,0.5042016806722689,0.0007
18,0.8128803245436106,0.8119312436804853,0.8144016227180527,0.8131645569620253,0.8802206550942402,0.8839298244624962,0.4294247031211853,0.43207982980455395,0.7448979591836735,0.35106382978723405,0.7021276595744681,0.46808510638297873,0.7702644499956929,0.3813076061439816,0.9384379982948303,1.4186659832389987,0.4680851063825342,0.46808510638297873,0.0007
