accuracy,precision,recall,f1,roc_auc,pr_auc,threshold,augmentation,threshold_score,mean_fold_threshold
0.8523809523809524,0.5442477876106194,0.5189873417721519,0.531317494600432,0.7929375370011054,0.5290187664932853,0.5815774202346802,RandomOverSampling,0.5313174945999322,0.45236510038375854
0.8272108843537415,0.46996466431095407,0.5611814345991561,0.5115384615384615,0.7955314642000404,0.5196699569233825,0.8682478666305542,SMOTE,0.5115384615379654,0.912366509437561
0.8394557823129252,0.5021459227467812,0.4936708860759494,0.4978723404255319,0.7629533811738376,0.46333509060323985,0.9589857459068298,ADASYN,0.497872340425032,0.9393560290336609
0.8251700680272109,0.4609375,0.4978902953586498,0.4787018255578093,0.7618959623025039,0.4527893318403648,0.4983031749725342,RAW,0.4787018255573101,0.4211282730102539
