,mean,std,mean_std
accuracy,0.865986394557823,0.02104999788675617,0.8660 +/- 0.0210
precision,0.6169728697228697,0.09299625794116663,0.6170 +/- 0.0930
recall,0.5192375886524823,0.09463086708883954,0.5192 +/- 0.0946
f1,0.5537349252977238,0.04901941841956798,0.5537 +/- 0.0490
roc_auc,0.8001386134274385,0.03039298791320803,0.8001 +/- 0.0304
pr_auc,0.5556674335193341,0.05803761510916988,0.5557 +/- 0.0580
threshold,0.9123664617538452,0.04831863186515688,0.9124 +/- 0.0483
best_epoch,36.6,9.633275663033837,36.6000 +/- 9.6333
