accuracy,precision,recall,f1,roc_auc,pr_auc,threshold,loss,threshold_score,augmentation,fold,best_epoch,pos_weight,train_size,train_size_after_aug,val_size,seconds
0.8299319727891157,0.48148148148148145,0.5416666666666666,0.5098039215686274,0.7927676151761518,0.48283944816085783,0.8682478666305542,0.6851031626162886,0.5098039215681291,SMOTE,1,25,1.0,1176,1974,294,199.861314535141
0.8707482993197279,0.65625,0.4375,0.525,0.7848915989159893,0.5701799878443211,0.9347119331359863,0.611110153246899,0.52499999999952,SMOTE,2,38,1.0,1176,1974,294,270.62114334106445
0.8673469387755102,0.58,0.6170212765957447,0.5979381443298969,0.8108364200189507,0.5556588380248895,0.8547925353050232,0.5540311531144746,0.5979381443293973,SMOTE,3,40,1.0,1176,1972,294,290.5683138370514
0.8809523809523809,0.6363636363636364,0.5957446808510638,0.6153846153846154,0.8462399862175899,0.6407672840525964,0.9373727440834045,0.6831833635057721,0.6153846153841159,SMOTE,4,50,1.0,1176,1972,294,294.29047989845276
0.8809523809523809,0.7307692307692307,0.40425531914893614,0.5205479452054794,0.7659574468085106,0.5288916095140055,0.9667072296142578,0.8945479849163367,0.5205479452050208,SMOTE,5,30,1.0,1176,1972,294,224.92675399780273
