,mean,std,mean_std
accuracy,0.25680000000000003,0.02407695994098923,0.2568 +/- 0.0241
precision,0.20889743971418157,0.0021334013721446992,0.2089 +/- 0.0021
recall,0.9556248859697135,0.027265891550852614,0.9556 +/- 0.0273
f1,0.3427896372694776,0.001408083068931814,0.3428 +/- 0.0014
roc_auc,0.5115359797814838,0.011133455610955101,0.5115 +/- 0.0111
pr_auc,0.2076452796342791,0.008563223392196874,0.2076 +/- 0.0086
threshold,0.3309519290924072,0.014319333039774106,0.3310 +/- 0.0143
best_epoch,11.2,13.700364958642524,11.2000 +/- 13.7004
